"","lon","lat","coord","cover","Region","Realm"
"48666",-114.5,45.5,"-114.5_45.5",1,"North American","Nearctic"
"48667",-113.5,45.5,"-113.5_45.5",1,"North American","Nearctic"
"48668",-112.5,45.5,"-112.5_45.5",1,"North American","Nearctic"
"48669",-111.5,45.5,"-111.5_45.5",1,"North American","Nearctic"
"48670",-110.5,45.5,"-110.5_45.5",1,"North American","Nearctic"
"48671",-109.5,45.5,"-109.5_45.5",1,"North American","Nearctic"
"48672",-108.5,45.5,"-108.5_45.5",1,"North American","Nearctic"
"48673",-107.5,45.5,"-107.5_45.5",1,"North American","Nearctic"
"48674",-106.5,45.5,"-106.5_45.5",1,"North American","Nearctic"
"48675",-105.5,45.5,"-105.5_45.5",1,"North American","Nearctic"
"48676",-104.5,45.5,"-104.5_45.5",1,"North American","Nearctic"
"48677",-103.5,45.5,"-103.5_45.5",1,"North American","Nearctic"
"48678",-102.5,45.5,"-102.5_45.5",1,"North American","Nearctic"
"48679",-101.5,45.5,"-101.5_45.5",1,"North American","Nearctic"
"48680",-100.5,45.5,"-100.5_45.5",1,"North American","Nearctic"
"48681",-99.5,45.5,"-99.5_45.5",1,"North American","Nearctic"
"48682",-98.5,45.5,"-98.5_45.5",1,"North American","Nearctic"
"48683",-97.5,45.5,"-97.5_45.5",1,"North American","Nearctic"
"48684",-96.5,45.5,"-96.5_45.5",1,"North American","Nearctic"
"48685",-95.5,45.5,"-95.5_45.5",1,"North American","Nearctic"
"48686",-94.5,45.5,"-94.5_45.5",1,"North American","Nearctic"
"48687",-93.5,45.5,"-93.5_45.5",1,"North American","Nearctic"
"48688",-92.5,45.5,"-92.5_45.5",1,"North American","Nearctic"
"48689",-91.5,45.5,"-91.5_45.5",1,"North American","Nearctic"
"48690",-90.5,45.5,"-90.5_45.5",1,"North American","Nearctic"
"48691",-89.5,45.5,"-89.5_45.5",1,"North American","Nearctic"
"48692",-88.5,45.5,"-88.5_45.5",1,"North American","Nearctic"
"48693",-87.5,45.5,"-87.5_45.5",1,"North American","Nearctic"
"48694",-86.5,45.5,"-86.5_45.5",1,"North American","Nearctic"
"48695",-85.5,45.5,"-85.5_45.5",1,"North American","Nearctic"
"48696",-84.5,45.5,"-84.5_45.5",1,"North American","Nearctic"
"48697",-83.5,45.5,"-83.5_45.5",1,"North American","Nearctic"
"48698",-82.5,45.5,"-82.5_45.5",1,"North American","Nearctic"
"48699",-81.5,45.5,"-81.5_45.5",1,"North American","Nearctic"
"48700",-80.5,45.5,"-80.5_45.5",1,"North American","Nearctic"
"48701",-79.5,45.5,"-79.5_45.5",1,"North American","Nearctic"
"48702",-78.5,45.5,"-78.5_45.5",1,"North American","Nearctic"
"48703",-77.5,45.5,"-77.5_45.5",1,"North American","Nearctic"
"48704",-76.5,45.5,"-76.5_45.5",1,"North American","Nearctic"
"48705",-75.5,45.5,"-75.5_45.5",1,"North American","Nearctic"
"48706",-74.5,45.5,"-74.5_45.5",1,"North American","Nearctic"
"48707",-73.5,45.5,"-73.5_45.5",1,"North American","Nearctic"
"48708",-72.5,45.5,"-72.5_45.5",1,"North American","Nearctic"
"48709",-71.5,45.5,"-71.5_45.5",1,"North American","Nearctic"
"48710",-70.5,45.5,"-70.5_45.5",1,"North American","Nearctic"
"48711",-69.5,45.5,"-69.5_45.5",1,"North American","Nearctic"
"48712",-68.5,45.5,"-68.5_45.5",1,"North American","Nearctic"
"48713",-67.5,45.5,"-67.5_45.5",0.99,"North American","Nearctic"
"48714",-66.5,45.5,"-66.5_45.5",0.87,"North American","Nearctic"
"48715",-65.5,45.5,"-65.5_45.5",0.64,"North American","Nearctic"
"48716",-64.5,45.5,"-64.5_45.5",0.67,"North American","Nearctic"
"48717",-63.5,45.5,"-63.5_45.5",0.76,"North American","Nearctic"
"48718",-62.5,45.5,"-62.5_45.5",0.71,"North American","Nearctic"
"48719",-61.5,45.5,"-61.5_45.5",0.56,"North American","Nearctic"
"48720",-60.5,45.5,"-60.5_45.5",0.25,"North American","Nearctic"
"48779",-1.5,45.5,"-1.5_45.5",0.18,"Eurasian","Palaearctic"
"48780",-0.5,45.5,"-0.5_45.5",0.95,"Eurasian","Palaearctic"
"48781",0.5,45.5,"0.5_45.5",1,"Eurasian","Palaearctic"
"48782",1.5,45.5,"1.5_45.5",1,"Eurasian","Palaearctic"
"48783",2.5,45.5,"2.5_45.5",1,"Eurasian","Palaearctic"
"48784",3.5,45.5,"3.5_45.5",1,"Eurasian","Palaearctic"
"48785",4.5,45.5,"4.5_45.5",1,"Eurasian","Palaearctic"
"48786",5.5,45.5,"5.5_45.5",1,"Eurasian","Palaearctic"
"48787",6.5,45.5,"6.5_45.5",1,"Eurasian","Palaearctic"
"48788",7.5,45.5,"7.5_45.5",1,"Eurasian","Palaearctic"
"48789",8.5,45.5,"8.5_45.5",1,"Eurasian","Palaearctic"
"48790",9.5,45.5,"9.5_45.5",1,"Eurasian","Palaearctic"
"48791",10.5,45.5,"10.5_45.5",1,"Eurasian","Palaearctic"
"48792",11.5,45.5,"11.5_45.5",1,"Eurasian","Palaearctic"
"48793",12.5,45.5,"12.5_45.5",0.61,"Eurasian","Palaearctic"
"48794",13.5,45.5,"13.5_45.5",0.54,"Eurasian","Palaearctic"
"48795",14.5,45.5,"14.5_45.5",0.88,"Eurasian","Palaearctic"
"48796",15.5,45.5,"15.5_45.5",1,"Eurasian","Palaearctic"
"48797",16.5,45.5,"16.5_45.5",1,"Eurasian","Palaearctic"
"48798",17.5,45.5,"17.5_45.5",1,"Eurasian","Palaearctic"
"48799",18.5,45.5,"18.5_45.5",1,"Eurasian","Palaearctic"
"48800",19.5,45.5,"19.5_45.5",1,"Eurasian","Palaearctic"
"48801",20.5,45.5,"20.5_45.5",1,"Eurasian","Palaearctic"
"48802",21.5,45.5,"21.5_45.5",1,"Eurasian","Palaearctic"
"48803",22.5,45.5,"22.5_45.5",1,"Eurasian","Palaearctic"
"48804",23.5,45.5,"23.5_45.5",1,"Eurasian","Palaearctic"
"48805",24.5,45.5,"24.5_45.5",1,"Eurasian","Palaearctic"
"48806",25.5,45.5,"25.5_45.5",1,"Eurasian","Palaearctic"
"48807",26.5,45.5,"26.5_45.5",1,"Eurasian","Palaearctic"
"48808",27.5,45.5,"27.5_45.5",1,"Eurasian","Palaearctic"
"48809",28.5,45.5,"28.5_45.5",1,"Eurasian","Palaearctic"
"48810",29.5,45.5,"29.5_45.5",0.73,"Eurasian","Palaearctic"
"48811",30.5,45.5,"30.5_45.5",0.05,"Eurasian","Palaearctic"
"48813",32.5,45.5,"32.5_45.5",0.13,"Eurasian","Palaearctic"
"48814",33.5,45.5,"33.5_45.5",0.75,"Eurasian","Palaearctic"
"48815",34.5,45.5,"34.5_45.5",0.87,"Eurasian","Palaearctic"
"48816",35.5,45.5,"35.5_45.5",0.3,"Eurasian","Palaearctic"
"48817",36.5,45.5,"36.5_45.5",0.28,"Eurasian","Palaearctic"
"48818",37.5,45.5,"37.5_45.5",0.45,"Eurasian","Palaearctic"
"48819",38.5,45.5,"38.5_45.5",0.99,"Eurasian","Palaearctic"
"48820",39.5,45.5,"39.5_45.5",1,"Eurasian","Palaearctic"
"48821",40.5,45.5,"40.5_45.5",1,"Eurasian","Palaearctic"
"48822",41.5,45.5,"41.5_45.5",1,"Eurasian","Palaearctic"
"48823",42.5,45.5,"42.5_45.5",1,"Eurasian","Palaearctic"
"48824",43.5,45.5,"43.5_45.5",1,"Eurasian","Palaearctic"
"48825",44.5,45.5,"44.5_45.5",1,"Eurasian","Palaearctic"
"48826",45.5,45.5,"45.5_45.5",1,"Eurasian","Palaearctic"
"48827",46.5,45.5,"46.5_45.5",1,"Eurasian","Palaearctic"
"48828",47.5,45.5,"47.5_45.5",0.59,"Eurasian","Palaearctic"
"48829",48.5,45.5,"48.5_45.5",0.15,"Eurasian","Palaearctic"
"48831",50.5,45.5,"50.5_45.5",0.02,"Eurasian","Palaearctic"
"48832",51.5,45.5,"51.5_45.5",0.28,"Eurasian","Palaearctic"
"48833",52.5,45.5,"52.5_45.5",0.47,"Eurasian","Palaearctic"
"48834",53.5,45.5,"53.5_45.5",0.98,"Eurasian","Palaearctic"
"48835",54.5,45.5,"54.5_45.5",1,"Eurasian","Palaearctic"
"48836",55.5,45.5,"55.5_45.5",1,"Eurasian","Palaearctic"
"48837",56.5,45.5,"56.5_45.5",1,"Eurasian","Palaearctic"
"48838",57.5,45.5,"57.5_45.5",1,"Eurasian","Palaearctic"
"48839",58.5,45.5,"58.5_45.5",1,"Eurasian","Palaearctic"
"48840",59.5,45.5,"59.5_45.5",1,"Eurasian","Palaearctic"
"48841",60.5,45.5,"60.5_45.5",1,"Eurasian","Palaearctic"
"48842",61.5,45.5,"61.5_45.5",1,"Eurasian","Palaearctic"
"48843",62.5,45.5,"62.5_45.5",1,"Eurasian","Palaearctic"
"48844",63.5,45.5,"63.5_45.5",1,"Eurasian","Palaearctic"
"48845",64.5,45.5,"64.5_45.5",1,"Eurasian","Palaearctic"
"48846",65.5,45.5,"65.5_45.5",1,"Eurasian","Palaearctic"
"48847",66.5,45.5,"66.5_45.5",1,"Eurasian","Palaearctic"
"48848",67.5,45.5,"67.5_45.5",1,"Eurasian","Palaearctic"
"48849",68.5,45.5,"68.5_45.5",1,"Eurasian","Palaearctic"
"48850",69.5,45.5,"69.5_45.5",1,"Eurasian","Palaearctic"
"48851",70.5,45.5,"70.5_45.5",1,"Eurasian","Palaearctic"
"48852",71.5,45.5,"71.5_45.5",1,"Eurasian","Palaearctic"
"48853",72.5,45.5,"72.5_45.5",1,"Eurasian","Palaearctic"
"48854",73.5,45.5,"73.5_45.5",1,"Eurasian","Palaearctic"
"48855",74.5,45.5,"74.5_45.5",1,"Eurasian","Palaearctic"
"48856",75.5,45.5,"75.5_45.5",1,"Eurasian","Palaearctic"
"48857",76.5,45.5,"76.5_45.5",1,"Eurasian","Palaearctic"
"48858",77.5,45.5,"77.5_45.5",1,"Eurasian","Palaearctic"
"48859",78.5,45.5,"78.5_45.5",1,"Eurasian","Palaearctic"
"48860",79.5,45.5,"79.5_45.5",1,"Eurasian","Palaearctic"
"48861",80.5,45.5,"80.5_45.5",1,"Eurasian","Palaearctic"
"48862",81.5,45.5,"81.5_45.5",1,"Eurasian","Palaearctic"
"48863",82.5,45.5,"82.5_45.5",1,"Eurasian","Palaearctic"
"48864",83.5,45.5,"83.5_45.5",1,"Eurasian","Palaearctic"
"48865",84.5,45.5,"84.5_45.5",1,"Eurasian","Palaearctic"
"48866",85.5,45.5,"85.5_45.5",1,"Eurasian","Palaearctic"
"48867",86.5,45.5,"86.5_45.5",1,"Eurasian","Palaearctic"
"48868",87.5,45.5,"87.5_45.5",1,"Eurasian","Palaearctic"
"48869",88.5,45.5,"88.5_45.5",1,"Eurasian","Palaearctic"
"48870",89.5,45.5,"89.5_45.5",1,"Eurasian","Palaearctic"
"48871",90.5,45.5,"90.5_45.5",1,"Eurasian","Palaearctic"
"48872",91.5,45.5,"91.5_45.5",1,"Eurasian","Palaearctic"
"48873",92.5,45.5,"92.5_45.5",1,"Eurasian","Palaearctic"
"48874",93.5,45.5,"93.5_45.5",1,"Eurasian","Palaearctic"
"48875",94.5,45.5,"94.5_45.5",1,"Eurasian","Palaearctic"
"48876",95.5,45.5,"95.5_45.5",1,"Eurasian","Palaearctic"
"48877",96.5,45.5,"96.5_45.5",1,"Eurasian","Palaearctic"
"48878",97.5,45.5,"97.5_45.5",0.9,"Eurasian","Palaearctic"
"48879",98.5,45.5,"98.5_45.5",1,"Eurasian","Palaearctic"
"48880",99.5,45.5,"99.5_45.5",1,"Eurasian","Palaearctic"
"48881",100.5,45.5,"100.5_45.5",1,"Eurasian","Palaearctic"
"48882",101.5,45.5,"101.5_45.5",1,"Eurasian","Palaearctic"
"48883",102.5,45.5,"102.5_45.5",1,"Eurasian","Palaearctic"
"48884",103.5,45.5,"103.5_45.5",1,"Eurasian","Palaearctic"
"48885",104.5,45.5,"104.5_45.5",1,"Eurasian","Palaearctic"
"48886",105.5,45.5,"105.5_45.5",1,"Eurasian","Palaearctic"
"48887",106.5,45.5,"106.5_45.5",1,"Eurasian","Palaearctic"
"48888",107.5,45.5,"107.5_45.5",1,"Eurasian","Palaearctic"
"48889",108.5,45.5,"108.5_45.5",1,"Eurasian","Palaearctic"
"48890",109.5,45.5,"109.5_45.5",1,"Eurasian","Palaearctic"
"48891",110.5,45.5,"110.5_45.5",1,"Eurasian","Palaearctic"
"48892",111.5,45.5,"111.5_45.5",1,"Eurasian","Palaearctic"
"48893",112.5,45.5,"112.5_45.5",1,"Eurasian","Palaearctic"
"48894",113.5,45.5,"113.5_45.5",1,"Eurasian","Palaearctic"
"48895",114.5,45.5,"114.5_45.5",1,"Eurasian","Palaearctic"
"48896",115.5,45.5,"115.5_45.5",1,"Eurasian","Palaearctic"
"48897",116.5,45.5,"116.5_45.5",1,"Eurasian","Palaearctic"
"48898",117.5,45.5,"117.5_45.5",1,"Eurasian","Palaearctic"
"48899",118.5,45.5,"118.5_45.5",1,"Eurasian","Palaearctic"
"48900",119.5,45.5,"119.5_45.5",1,"Eurasian","Palaearctic"
"48901",120.5,45.5,"120.5_45.5",1,"Eurasian","Palaearctic"
"48902",121.5,45.5,"121.5_45.5",1,"Eurasian","Palaearctic"
"48903",122.5,45.5,"122.5_45.5",1,"Eurasian","Palaearctic"
"48904",123.5,45.5,"123.5_45.5",1,"Eurasian","Palaearctic"
"48905",124.5,45.5,"124.5_45.5",1,"Eurasian","Palaearctic"
"48906",125.5,45.5,"125.5_45.5",1,"Eurasian","Palaearctic"
"48907",126.5,45.5,"126.5_45.5",1,"Eurasian","Palaearctic"
"48908",127.5,45.5,"127.5_45.5",1,"Eurasian","Palaearctic"
"48909",128.5,45.5,"128.5_45.5",1,"Eurasian","Palaearctic"
"48910",129.5,45.5,"129.5_45.5",1,"Eurasian","Palaearctic"
"48911",130.5,45.5,"130.5_45.5",1,"Eurasian","Palaearctic"
"48912",131.5,45.5,"131.5_45.5",1,"Eurasian","Palaearctic"
"48913",132.5,45.5,"132.5_45.5",1,"Arctico-Siberian","Palaearctic"
"48914",133.5,45.5,"133.5_45.5",1,"Arctico-Siberian","Palaearctic"
"48915",134.5,45.5,"134.5_45.5",1,"Arctico-Siberian","Palaearctic"
"48916",135.5,45.5,"135.5_45.5",1,"Arctico-Siberian","Palaearctic"
"48917",136.5,45.5,"136.5_45.5",0.94,"Arctico-Siberian","Palaearctic"
"48918",137.5,45.5,"137.5_45.5",0.32,"Arctico-Siberian","Palaearctic"
"48922",141.5,45.5,"141.5_45.5",0.2,"Japanese","Sino_japanese"
"48923",142.5,45.5,"142.5_45.5",0.15,"Japanese","Sino_japanese"
"48928",147.5,45.5,"147.5_45.5",0.11,"Arctico-Siberian","Palaearctic"
"48929",148.5,45.5,"148.5_45.5",0.12,"Arctico-Siberian","Palaearctic"
"48930",149.5,45.5,"149.5_45.5",0.09,"Arctico-Siberian","Palaearctic"
"48931",150.5,45.5,"150.5_45.5",0.02,"Arctico-Siberian","Palaearctic"
"49016",-124.5,46.5,"-124.5_46.5",0.05,"North American","Nearctic"
"49017",-123.5,46.5,"-123.5_46.5",0.89,"North American","Nearctic"
"49018",-122.5,46.5,"-122.5_46.5",1,"North American","Nearctic"
"49019",-121.5,46.5,"-121.5_46.5",1,"North American","Nearctic"
"49020",-120.5,46.5,"-120.5_46.5",1,"North American","Nearctic"
"49021",-119.5,46.5,"-119.5_46.5",1,"North American","Nearctic"
"49022",-118.5,46.5,"-118.5_46.5",1,"North American","Nearctic"
"49023",-117.5,46.5,"-117.5_46.5",1,"North American","Nearctic"
"49024",-116.5,46.5,"-116.5_46.5",1,"North American","Nearctic"
"49025",-115.5,46.5,"-115.5_46.5",1,"North American","Nearctic"
"49026",-114.5,46.5,"-114.5_46.5",1,"North American","Nearctic"
"49027",-113.5,46.5,"-113.5_46.5",1,"North American","Nearctic"
"49028",-112.5,46.5,"-112.5_46.5",1,"North American","Nearctic"
"49029",-111.5,46.5,"-111.5_46.5",1,"North American","Nearctic"
"49030",-110.5,46.5,"-110.5_46.5",1,"North American","Nearctic"
"49031",-109.5,46.5,"-109.5_46.5",1,"North American","Nearctic"
"49032",-108.5,46.5,"-108.5_46.5",1,"North American","Nearctic"
"49033",-107.5,46.5,"-107.5_46.5",1,"North American","Nearctic"
"49034",-106.5,46.5,"-106.5_46.5",1,"North American","Nearctic"
"49035",-105.5,46.5,"-105.5_46.5",1,"North American","Nearctic"
"49036",-104.5,46.5,"-104.5_46.5",1,"North American","Nearctic"
"49037",-103.5,46.5,"-103.5_46.5",1,"North American","Nearctic"
"49038",-102.5,46.5,"-102.5_46.5",1,"North American","Nearctic"
"49039",-101.5,46.5,"-101.5_46.5",1,"North American","Nearctic"
"49040",-100.5,46.5,"-100.5_46.5",1,"North American","Nearctic"
"49041",-99.5,46.5,"-99.5_46.5",1,"North American","Nearctic"
"49042",-98.5,46.5,"-98.5_46.5",1,"North American","Nearctic"
"49043",-97.5,46.5,"-97.5_46.5",1,"North American","Nearctic"
"49044",-96.5,46.5,"-96.5_46.5",1,"North American","Nearctic"
"49045",-95.5,46.5,"-95.5_46.5",1,"North American","Nearctic"
"49046",-94.5,46.5,"-94.5_46.5",1,"North American","Nearctic"
"49047",-93.5,46.5,"-93.5_46.5",1,"North American","Nearctic"
"49048",-92.5,46.5,"-92.5_46.5",1,"North American","Nearctic"
"49049",-91.5,46.5,"-91.5_46.5",1,"North American","Nearctic"
"49050",-90.5,46.5,"-90.5_46.5",1,"North American","Nearctic"
"49051",-89.5,46.5,"-89.5_46.5",1,"North American","Nearctic"
"49052",-88.5,46.5,"-88.5_46.5",1,"North American","Nearctic"
"49053",-87.5,46.5,"-87.5_46.5",1,"North American","Nearctic"
"49054",-86.5,46.5,"-86.5_46.5",1,"North American","Nearctic"
"49055",-85.5,46.5,"-85.5_46.5",1,"North American","Nearctic"
"49056",-84.5,46.5,"-84.5_46.5",1,"North American","Nearctic"
"49057",-83.5,46.5,"-83.5_46.5",1,"North American","Nearctic"
"49058",-82.5,46.5,"-82.5_46.5",1,"North American","Nearctic"
"49059",-81.5,46.5,"-81.5_46.5",1,"North American","Nearctic"
"49060",-80.5,46.5,"-80.5_46.5",1,"North American","Nearctic"
"49061",-79.5,46.5,"-79.5_46.5",1,"North American","Nearctic"
"49062",-78.5,46.5,"-78.5_46.5",1,"North American","Nearctic"
"49063",-77.5,46.5,"-77.5_46.5",1,"North American","Nearctic"
"49064",-76.5,46.5,"-76.5_46.5",1,"North American","Nearctic"
"49065",-75.5,46.5,"-75.5_46.5",1,"North American","Nearctic"
"49066",-74.5,46.5,"-74.5_46.5",1,"North American","Nearctic"
"49067",-73.5,46.5,"-73.5_46.5",1,"North American","Nearctic"
"49068",-72.5,46.5,"-72.5_46.5",1,"North American","Nearctic"
"49069",-71.5,46.5,"-71.5_46.5",0.99,"North American","Nearctic"
"49070",-70.5,46.5,"-70.5_46.5",0.98,"North American","Nearctic"
"49071",-69.5,46.5,"-69.5_46.5",1,"North American","Nearctic"
"49072",-68.5,46.5,"-68.5_46.5",1,"North American","Nearctic"
"49073",-67.5,46.5,"-67.5_46.5",1,"North American","Nearctic"
"49074",-66.5,46.5,"-66.5_46.5",1,"North American","Nearctic"
"49075",-65.5,46.5,"-65.5_46.5",1,"North American","Nearctic"
"49076",-64.5,46.5,"-64.5_46.5",0.5,"North American","Nearctic"
"49077",-63.5,46.5,"-63.5_46.5",0.34,"North American","Nearctic"
"49078",-62.5,46.5,"-62.5_46.5",0.32,"North American","Nearctic"
"49079",-61.5,46.5,"-61.5_46.5",0.15,"North American","Nearctic"
"49080",-60.5,46.5,"-60.5_46.5",0.69,"North American","Nearctic"
"49081",-59.5,46.5,"-59.5_46.5",0.05,"North American","Nearctic"
"49084",-56.5,46.5,"-56.5_46.5",0.02,"North American","Nearctic"
"49085",-55.5,46.5,"-55.5_46.5",0.09,"North American","Nearctic"
"49086",-54.5,46.5,"-54.5_46.5",0.04,"North American","Nearctic"
"49087",-53.5,46.5,"-53.5_46.5",0.25,"North American","Nearctic"
"49088",-52.5,46.5,"-52.5_46.5",0.02,"North American","Nearctic"
"49138",-2.5,46.5,"-2.5_46.5",0.04,"Eurasian","Palaearctic"
"49139",-1.5,46.5,"-1.5_46.5",0.65,"Eurasian","Palaearctic"
"49140",-0.5,46.5,"-0.5_46.5",1,"Eurasian","Palaearctic"
"49141",0.5,46.5,"0.5_46.5",1,"Eurasian","Palaearctic"
"49142",1.5,46.5,"1.5_46.5",1,"Eurasian","Palaearctic"
"49143",2.5,46.5,"2.5_46.5",1,"Eurasian","Palaearctic"
"49144",3.5,46.5,"3.5_46.5",1,"Eurasian","Palaearctic"
"49145",4.5,46.5,"4.5_46.5",1,"Eurasian","Palaearctic"
"49146",5.5,46.5,"5.5_46.5",1,"Eurasian","Palaearctic"
"49147",6.5,46.5,"6.5_46.5",1,"Eurasian","Palaearctic"
"49148",7.5,46.5,"7.5_46.5",1,"Eurasian","Palaearctic"
"49149",8.5,46.5,"8.5_46.5",1,"Eurasian","Palaearctic"
"49150",9.5,46.5,"9.5_46.5",1,"Eurasian","Palaearctic"
"49151",10.5,46.5,"10.5_46.5",1,"Eurasian","Palaearctic"
"49152",11.5,46.5,"11.5_46.5",1,"Eurasian","Palaearctic"
"49153",12.5,46.5,"12.5_46.5",1,"Eurasian","Palaearctic"
"49154",13.5,46.5,"13.5_46.5",1,"Eurasian","Palaearctic"
"49155",14.5,46.5,"14.5_46.5",1,"Eurasian","Palaearctic"
"49156",15.5,46.5,"15.5_46.5",1,"Eurasian","Palaearctic"
"49157",16.5,46.5,"16.5_46.5",1,"Eurasian","Palaearctic"
"49158",17.5,46.5,"17.5_46.5",1,"Eurasian","Palaearctic"
"49159",18.5,46.5,"18.5_46.5",1,"Eurasian","Palaearctic"
"49160",19.5,46.5,"19.5_46.5",1,"Eurasian","Palaearctic"
"49161",20.5,46.5,"20.5_46.5",1,"Eurasian","Palaearctic"
"49162",21.5,46.5,"21.5_46.5",1,"Eurasian","Palaearctic"
"49163",22.5,46.5,"22.5_46.5",1,"Eurasian","Palaearctic"
"49164",23.5,46.5,"23.5_46.5",1,"Eurasian","Palaearctic"
"49165",24.5,46.5,"24.5_46.5",1,"Eurasian","Palaearctic"
"49166",25.5,46.5,"25.5_46.5",1,"Eurasian","Palaearctic"
"49167",26.5,46.5,"26.5_46.5",1,"Eurasian","Palaearctic"
"49168",27.5,46.5,"27.5_46.5",1,"Eurasian","Palaearctic"
"49169",28.5,46.5,"28.5_46.5",1,"Eurasian","Palaearctic"
"49170",29.5,46.5,"29.5_46.5",1,"Eurasian","Palaearctic"
"49171",30.5,46.5,"30.5_46.5",0.78,"Eurasian","Palaearctic"
"49172",31.5,46.5,"31.5_46.5",0.37,"Eurasian","Palaearctic"
"49173",32.5,46.5,"32.5_46.5",0.9,"Eurasian","Palaearctic"
"49174",33.5,46.5,"33.5_46.5",0.92,"Eurasian","Palaearctic"
"49175",34.5,46.5,"34.5_46.5",0.86,"Eurasian","Palaearctic"
"49176",35.5,46.5,"35.5_46.5",0.56,"Eurasian","Palaearctic"
"49177",36.5,46.5,"36.5_46.5",0.27,"Eurasian","Palaearctic"
"49178",37.5,46.5,"37.5_46.5",0.09,"Eurasian","Palaearctic"
"49179",38.5,46.5,"38.5_46.5",0.71,"Eurasian","Palaearctic"
"49180",39.5,46.5,"39.5_46.5",1,"Eurasian","Palaearctic"
"49181",40.5,46.5,"40.5_46.5",1,"Eurasian","Palaearctic"
"49182",41.5,46.5,"41.5_46.5",1,"Eurasian","Palaearctic"
"49183",42.5,46.5,"42.5_46.5",1,"Eurasian","Palaearctic"
"49184",43.5,46.5,"43.5_46.5",1,"Eurasian","Palaearctic"
"49185",44.5,46.5,"44.5_46.5",1,"Eurasian","Palaearctic"
"49186",45.5,46.5,"45.5_46.5",1,"Eurasian","Palaearctic"
"49187",46.5,46.5,"46.5_46.5",1,"Eurasian","Palaearctic"
"49188",47.5,46.5,"47.5_46.5",1,"Eurasian","Palaearctic"
"49189",48.5,46.5,"48.5_46.5",0.96,"Eurasian","Palaearctic"
"49190",49.5,46.5,"49.5_46.5",0.54,"Eurasian","Palaearctic"
"49191",50.5,46.5,"50.5_46.5",0.13,"Eurasian","Palaearctic"
"49192",51.5,46.5,"51.5_46.5",0.04,"Eurasian","Palaearctic"
"49193",52.5,46.5,"52.5_46.5",0.12,"Eurasian","Palaearctic"
"49194",53.5,46.5,"53.5_46.5",0.93,"Eurasian","Palaearctic"
"49195",54.5,46.5,"54.5_46.5",1,"Eurasian","Palaearctic"
"49196",55.5,46.5,"55.5_46.5",1,"Eurasian","Palaearctic"
"49197",56.5,46.5,"56.5_46.5",1,"Eurasian","Palaearctic"
"49198",57.5,46.5,"57.5_46.5",1,"Eurasian","Palaearctic"
"49199",58.5,46.5,"58.5_46.5",1,"Eurasian","Palaearctic"
"49200",59.5,46.5,"59.5_46.5",1,"Eurasian","Palaearctic"
"49201",60.5,46.5,"60.5_46.5",1,"Eurasian","Palaearctic"
"49202",61.5,46.5,"61.5_46.5",1,"Eurasian","Palaearctic"
"49203",62.5,46.5,"62.5_46.5",1,"Eurasian","Palaearctic"
"49204",63.5,46.5,"63.5_46.5",1,"Eurasian","Palaearctic"
"49205",64.5,46.5,"64.5_46.5",1,"Eurasian","Palaearctic"
"49206",65.5,46.5,"65.5_46.5",1,"Eurasian","Palaearctic"
"49207",66.5,46.5,"66.5_46.5",1,"Eurasian","Palaearctic"
"49208",67.5,46.5,"67.5_46.5",1,"Eurasian","Palaearctic"
"49209",68.5,46.5,"68.5_46.5",1,"Eurasian","Palaearctic"
"49210",69.5,46.5,"69.5_46.5",1,"Eurasian","Palaearctic"
"49211",70.5,46.5,"70.5_46.5",1,"Eurasian","Palaearctic"
"49212",71.5,46.5,"71.5_46.5",1,"Eurasian","Palaearctic"
"49213",72.5,46.5,"72.5_46.5",1,"Eurasian","Palaearctic"
"49214",73.5,46.5,"73.5_46.5",1,"Eurasian","Palaearctic"
"49215",74.5,46.5,"74.5_46.5",1,"Eurasian","Palaearctic"
"49216",75.5,46.5,"75.5_46.5",1,"Eurasian","Palaearctic"
"49217",76.5,46.5,"76.5_46.5",1,"Eurasian","Palaearctic"
"49218",77.5,46.5,"77.5_46.5",1,"Eurasian","Palaearctic"
"49219",78.5,46.5,"78.5_46.5",1,"Eurasian","Palaearctic"
"49220",79.5,46.5,"79.5_46.5",1,"Eurasian","Palaearctic"
"49221",80.5,46.5,"80.5_46.5",1,"Eurasian","Palaearctic"
"49222",81.5,46.5,"81.5_46.5",1,"Eurasian","Palaearctic"
"49223",82.5,46.5,"82.5_46.5",1,"Eurasian","Palaearctic"
"49224",83.5,46.5,"83.5_46.5",1,"Eurasian","Palaearctic"
"49225",84.5,46.5,"84.5_46.5",1,"Eurasian","Palaearctic"
"49226",85.5,46.5,"85.5_46.5",1,"Eurasian","Palaearctic"
"49227",86.5,46.5,"86.5_46.5",1,"Eurasian","Palaearctic"
"49228",87.5,46.5,"87.5_46.5",1,"Eurasian","Palaearctic"
"49229",88.5,46.5,"88.5_46.5",1,"Eurasian","Palaearctic"
"49230",89.5,46.5,"89.5_46.5",1,"Eurasian","Palaearctic"
"49231",90.5,46.5,"90.5_46.5",1,"Eurasian","Palaearctic"
"49232",91.5,46.5,"91.5_46.5",1,"Eurasian","Palaearctic"
"49233",92.5,46.5,"92.5_46.5",1,"Eurasian","Palaearctic"
"49234",93.5,46.5,"93.5_46.5",1,"Eurasian","Palaearctic"
"49235",94.5,46.5,"94.5_46.5",1,"Eurasian","Palaearctic"
"49236",95.5,46.5,"95.5_46.5",1,"Eurasian","Palaearctic"
